,Unnamed: 0,Speech,sentimentAnnotation,EngSpeech
183,183,"Siempre era el libro del que hablaba de los personajes, siempre comparo los personajes con otros",1.0,"It was always the book I was talking about the characters, I always compare the characters with others"
184,184,siempre estoy ahi metida en el mundo de este libro. ,1.0,I'm always in there in the world of this book.
185,185,"Asi que eh decidi, que este era mi libro favorito y en realidad creo que no me he equivocado. Eh, dandome cuenta de",1.0,"So, uh, I decided that this was my favorite book and I really don't think I was wrong. Hey, realizing"
186,186,"Mis libros favoritos, es mi trilogia favorita y es mi trilogia favorita de fantasia.",1.0,"My favorite books, it's my favorite trilogy and it's my favorite fantasy trilogy."
187,187,Creo que todo el mundo deberia leerlo.,1.0,I think everyone should read it.
188,188,"Creo que la inmensa mayoria de la gente que lo ha leido, le ha encantando. ",1.0,"I think the vast majority of people who have read it, have loved it."
189,189,Yo no conozco a nadie que lo haya leido y me haya dicho que es un- que es una mierda.,1.0,I don't know anyone who has read it and told me it's a- it's shit.
190,190,"Asi de simple, no conozco a nadie. ",1.0,"It's that simple, I don't know anyone."
191,191,"De hecho, la mayor parte de la gente que conozco hablara siempre: maravillas de de esto, vale. ",-1.0,"In fact, most of the people I know will always speak: wonders of this, okay."
192,192,Pero que sepais que: voy a iniciar iniciar una especie como de de seccion de videos de mis libros favoritos de fantasia.,1.0,But let you know that: I am going to start starting a kind of video section of my favorite fantasy books.
193,193,Y esta muy entretenido porque te cuentan asi muchas cosillas. //,1.0,And it is very entertaining because they tell you so many things. //
194,194,"Y la gracia de este libro es que mete, em, // situaciones historias, como lo del gato de Strodinger, que ocurrio, de verdad.",1.0,"And the fun of this book is that it gets, um, // situations, stories, like Strodinger's cat, which really happened."
195,195,"La mete aqui y te las explica de una forma muy, muy simple, para que tu la puedas entender y puedas sentirte como un nino, aprendiendo.",1.0,"You put it here and it explains them to you in a very, very simple way, so that you can understand it and feel like a child, learning."
196,196,"Es un libro / muy agradable, // muy novedoso, / muy imaginativo. //",1.0,"It is a very nice book, // very novel, / very imaginative. //"
197,197,"Y, ya os digo, es el libro de fisica, / eh, que mejor vais a entender en toda vuesta vida;",1.0,"And, I already tell you, it is the physics book, / eh, that you will understand best in all your life;"
198,198,"porque luego: estan los totos que son asi, / que de esos no vais a entender ni la primera frase.",-1.0,"because then: there are the totos that are like this, / of which you will not understand even the first sentence."
199,199,"Y sin embargo, aqui te lo explican, lo mismo que sale en esos libros tan grandes, te lo explican aqui todo, // pero para que lo entiendas.",1.0,"And yet, here they explain it to you, the same thing that appears in those great books, they explain everything to you here, // but so that you understand it."
200,200,"Un libro que yo creo que todo el mundo, tanto a los que les gusta: el tema de la fisica, como a los que no, // deberia de leer y de dejarse llevar por ese mundo cuantico tan especial, que esta al otro lado.",1.0,"A book that I think everyone, both those who like: the subject of physics, and those who do not, // should read and be carried away by that very special quantum world, which is on the other side ."
201,201,No sirve para nada. Para empezar esta espeso.,-1.0,It is useless. To start this thick.
202,202,"Bueno, que eso igual y y te dificulta un poco / la difuminada de las / de las sombras.",-1.0,"Well, that is the same and it makes it a little difficult for you / the blurring of the / of the shadows."
203,203,Pero esta super naranja. ,-1.0,But it's super orange.
204,204,"Supuestamente, te lo puedes poner solo asi.   Y nada mas con eso se maquilla tu parpado, segun lo que dice el empaque. ",-1.0,"Supposedly, you can wear it just like this. And nothing else with that your makeup is made up, according to what the packaging says."
205,205,"Pero es nefasto, y aparte no te dura nada o sea se te hace pliegue enseguida.",-1.0,"But it is disastrous, and apart from that nothing lasts for you, that is, it folds you right away."
206,206,"Yo creo que ni, ni cinco horas te dura cuando ya empieza a este / a fallarte.",-1.0,"I think that neither, nor five hours lasts for you when it starts to fail you."
207,207,"De hecho, si si se dan cuenta ni he usado nada.",-1.0,"In fact, if they realize or have not used anything."
208,208,No tengo nada utilizado este producto. ,-1.0,I have nothing used this product.
209,209,"Y ahorita que lo estoy viendo / que me lo puse aqui, hasta huele mal.",-1.0,"And right now I'm seeing it / I put it on here, it even smells bad."
210,210,"Son, es super poquito producto y cuesta la horrible cantidad de ¡doscientos pe:sos!, esto. ",-1.0,"They are, it is super little product and it costs the horrible amount of two hundred pe: sos !, this."
211,211,Y luego para que ¡ni me sirva!. ,-1.0,And then so that it won't even serve me!
212,212,Le tenia mucha fe en serio. ,1.0,I had a lot of faith in him seriously.
213,213,Entonces ¿Por que compre dos? Porque tengo dos.... //,-1.0,So why buy two? Because I have two .... //
214,214,"Ya ni modo, ya los abri. Pues total, ni me van a servir. //",-1.0,"No way, I already opened them. Well, they are not going to serve me. //"
215,215,"Viene por tonos. ¿ok? entonces, compre estos dos tonos para ver / cual me gustaba mas.",1.0,"It comes in shades. okay? So, buy these two shades to see / which one I liked best."
216,216,"Bien mal, porque para empezar es negro.",-1.0,"Too bad, because it's black to begin with."
217,217,Como te vas a poner esto en cejas y como te vas a poner esto en en labios.,-1.0,How are you going to put this on your eyebrows and how are you going to put this on your lips.
218,218,"O sea, las etiquetas super genericas ¿no? Para todos.",-1.0,"I mean, the super generic labels, right? For all."
219,219,Y es una cosa horri:ble. ,-1.0,And it's a horrible thing.
220,220,¿ok? y tenia mucha tentacion de probar uno asi.,1.0,okay? and I was very tempted to try one like that.
221,221,"Pero como dicen, lo barato sale caro.",-1.0,"But as they say, cheap is expensive."
222,222,"No hace tanta espuma, que es el primer mal punto.",-1.0,"It doesn't foam as much, which is the first bad point."
223,223,"El segundo es que te deja el cabello como zacatudo, asi como muy seco.",-1.0,"The second is that it leaves your hair as dusky, as well as very dry."
224,224,"Y el tercero, es que el olor se: se va // en cuestion de minutos.",-1.0,And the third is that the smell is: it goes away // in a matter of minutes.
225,225,"O sea, nada mas esperas a que se seca el cabello, y ya no te huele a nada.",-1.0,"I mean, you just wait for your hair to dry, and it no longer smells like anything."
226,226,"Por lo regular, este, tu buscas en un shampoo que huela muy rico y que tu cabello este limpio, que este suave, sedoso.",1.0,"Usually, this, you are looking for a shampoo that smells very rich and that your hair is clean, that is soft, silky."
227,227,Este se supone que es un tratamiento de queratina y no tiene absolutamente nada de eso.,-1.0,This is supposed to be a keratin treatment and has absolutely none of it.
228,228,Pinta hermosisimo. //,1.0,It looks beautiful. //
229,229,"Sinceramente, con respecto a lo que pinta y a que son hidratantes, si son muy hidratantes",1.0,"Honestly, regarding what it paints and what they are moisturizing, if they are very hydrating"
230,230,"pero el problema de estos labiales / es que cuand o uno se los aplica, te dejan un gusto asqueroso / en la boca. ",-1.0,"But the problem with these lipsticks / is that when you apply them, they leave a disgusting taste / in your mouth."
231,231,"Sinceramente, es no es que sea el olor sino que es mas bien el gusto. Es como un gusto // co-",-1.0,"Honestly, it is not that it is the smell but rather it is the taste. It's like a taste // co-"
232,232,"// Pero es que sabes, lo que pasa es que no dura nada el olor.",-1.0,"// But you know, the thing is that the smell doesn't last at all."
233,233,Es que se va / en dos horas.,-1.0,It is gone / in two hours.
234,234,"Y si te echas mucho, al principio es muy // cargada, muy y si te echas poco no dura ni una hora. ",-1.0,"And if you lie down a lot, at first it is very // charged, very and if you lay down little it doesn't last even an hour."
235,235,"Es que, fatal, fatal, fatal.",-1.0,"It is that, fatal, fatal, fatal."
236,236,Asi que no me la compro mas. ,-1.0,So I don't buy it anymore.
237,237,"Y voy a seguir con mi colonia querida, que es la que: mas me ha gustado de todas las que he probado.",1.0,"And I will continue with my beloved cologne, which is the one: I liked the most of all the ones I have tried."
238,238,"Es bastante cara, pero // vale la pena.",1.0,"It's pretty expensive, but // it's worth it."
239,239,Y eso si que dura el olor un dia y mas. ¿Vale? //,1.0,And that if the smell lasts a day and more. Voucher? //
240,240,"Eh, yo estoy no lo voy a volver a comprar, porque mm huele demasiado a albaricoque,",-1.0,"Hey, I'm not going to buy it again, because mm smells too much of apricot,"
241,241,y no me gusta nada nada el olor que tiene. No lo soporto.,-1.0,and I don't like the smell of it at all. I can not stand.
242,242,"Lo he estado utilizando, porque: me daba pena tirarlo asi // mm, o sea, tirarlo no / dejarlo sin usar, eso. //",-1.0,"I've been using it, because: I was sorry to throw it like this // mm, that is, throw it away / leave it unused, that. //"
243,243,"Porque es una pena, tratarse el dinero para despues no utilizarlo. ",-1.0,"Because it is a shame, treating the money and then not using it."
244,244,Entonces me lo he estado utilizando por eso. Hasta: acabarlo.,-1.0,So I've been using it for that. Until: finish it.
245,245,"Eh, deciros que si, que exfolia super bien, que las particulas que tiene para exfoliar / son grandecitas y",1.0,"Eh, to tell you that yes, it exfoliates very well, that the particles it has to exfoliate / are large and"
246,246,"Vale, yo no lo utilizo para que se me quede el pelo liso, y a mi, la verdad es que me funciona super bien.",1.0,"Ok, I do not use it to keep my hair straight, and to me, the truth is that it works super well."
247,247,"No se porque, pero hay varias personas que me han dicho que // que porque utilizo TRESemme, que se me ex- si se me extropea el pelo, tal.",-1.0,"I don't know why, but there are several people who have told me that // that because I use TRESemme, that it will ex- if my hair breaks, such."
248,248,A mi no me ha pasado nada de eso. A mi me va super bien con la / con los productos de TRESemme.,1.0,Nothing of the sort has happened to me. It works really well for me with the TRESemme products.
249,249,"Yo, mm. Este es mi shampoo. Me encanta. Y nada.",1.0,"I, mm. This is my shampoo. I love. And nothing."
250,250,Hmm me me va super bien Hmm,1.0,"Hmm, I'm doing really well. Hmm."
251,251,"Me deja el pelo mas, o sea, no es - yo no es que tenga el pelo rizado, pero me deja el pelo mas liso cuando salgo de la ducha. Y su-",1.0,"It leaves my hair longer, that is, it is not - I don't have curly hair, but it leaves my hair straighter when I get out of the shower. And his-"
252,252,"Y, es cierto, porque / me gusto muchisimo. ",1.0,"And, it's true, because / I really liked it."
253,253,"La verdad, es que / es verdad que el final / se parece a otra cierta distopia.",-1.0,The truth is that / it is true that the end / resembles another certain dystopia.
254,254,"Pero igualmente, a mi me encanto de principio a fin. Y si no, os lo corroboran todos estos papelitos. //",1.0,"But equally, I loved it from start to finish. And if not, all these little papers corroborate it. //"
255,255,"Y nada, / que / muy recomendable tambien.",1.0,"And nothing, / which / highly recommended too."
256,256,"Que la verdad, es que me gusta mas, aunque se parece a la de Juramento de Kimberly Derting.",1.0,"That the truth is that I like it better, although it resembles that of Kimberly Derting's Oath."
257,257,"Es primero de una trilogia; llevo la mitad, o sea que puedes imaginar que todavia me estoy enterando.",1.0,"It is the first of a trilogy; I've been half, so you can imagine that I'm still finding out."
258,258,Decir que engancha muchisimo. ,1.0,Say that it hooks a lot.
259,259,"Que es un libro que cuando lo empiezas a leer te va dando / la autora da la informacion poquito a poco, de forma que tu quieras leer mas y mas y mas y enterarte que pasa con esto y con lo otro. //",1.0,"That it is a book that when you start reading it is giving you / the author gives the information little by little, so that you want to read more and more and more and find out what happens with this and the other. //"
260,260,"Pero esta muy bien este libro, hasta donde yo llevo leido.",1.0,"But this book is very good, as far as I have read it."
261,261,Y es una saga que ademas ha tenido bastante / repercursion en la blogosfera. Haz de,1.0,And it is a saga that has also had enough / repercussion in the blogosphere. beam of
262,262,"Y bueno, si Rubi me gusto, Zafiro me gusto mas, y Esmeralda me esta encantando. ",1.0,"And well, if I liked Rubi, I liked Sapphire more, and Esmeralda is enchanting me."
263,263,O sea es: todo lo que yo esperaba. Y en algunas cosas ha superado mis expectativas.,1.0,"In other words, everything I expected. And in some things it has exceeded my expectations."
264,264,"Ewen sigue igual que siempre. Simerius, te sigues riendo con el. //",1.0,"Ewen remains the same as always. Simerius, you keep laughing with him. //"
265,265,"De principio a fin, me ha encantado igualmente.",1.0,"From beginning to end, I loved it equally."
266,266,"Por eso le pongo el cinco, porque es que / he sentido una serie de emociones / y de y de sentimientos he vivido en pri:mera persona el libro.",1.0,"That is why I put the five, because it is that / I have felt a series of emotions / and of and feelings I have lived in the first place: mere person the book."
267,267,"Pero: se que es verdad que hmm: // que no me esperaba ese final, o me esperaba otra cosa, o me esperaba mas.",-1.0,"But: I know it is true that hmm: // that I did not expect that ending, or I expected something else, or I expected more."
268,268,"Pero es que hay que tener en cuenta que van mas libros detras. No se, no nos puede contar todo en este.",1.0,"But it is necessary to take into account that there are more books behind. I don't know, you can't tell us everything in this one."
269,269,"Una de las cosas, que a mi, la primera temporada / es que decia, pero como puede ser / que esten, eh, una alguien, amenazandolas. ",-1.0,"One of the things, that to me, the first season / is that it said, but how can it be / that they are, uh, someone, threatening them."
270,270,"Que les atropelle con, que la atropelle con un coche, que se te metan en tu cuarto, en tu casa / a grabarte / y tu y tu no le des una minima importancia ¿como pueden estar ellas tan / sumamente tranquilas? sabiendo que es que hay alguien que les espia, que es que les va a joder la vida.",-1.0,"That they run over them with, that they run over her with a car, that they put you in your room, in your house / to record yourself / and you and you do not give it a minimum importance, how can they be so / extremely calm? knowing that someone is spying on them, that they are going to screw up their lives."
271,271,"¿como pueden estar ellas tan / sumamente tranquilas? sabiendo que es que hay alguien que les espia, que es que les va a joder la vida.",-1.0,"How can they be so / extremely calm? knowing that someone is spying on them, that they are going to screw up their lives."
272,272,Y estan tan sumamente tranquilas. Yo estaria paranoica.,-1.0,And they are so extremely calm. I would be paranoid.
273,273,"O sea, a mi, que se me meta alguien en mi cuarto. Y bueno, lo primero que hago es decir mama, ha entrado alguien en mi habitacion",-1.0,"That is, to me, that someone gets into my room. And well, the first thing I do is say mom, someone has entered my room"
274,274,horrible que me encanto.,1.0,horrible i loved it
275,275,"Que me quede / mm in- es que me quede con la boca abierta cuando lo acabe. Eh, y que devore. ",1.0,"That I stay / mm- is that I keep my mouth open when I finish it. Hey, and devour."
276,276,A mi los zombies me encantan.,1.0,I love zombies.
277,277,"Me encantan las historias de zombies, las peliculas, las series, los libros y todo.",1.0,"I love zombie stories, movies, series, books, and everything."
278,278,Me encantan los zombies. //,1.0,I love zombies. //
279,279,"E- en la que la humanidad ha ganado, pero siguen habiendo zombies por unas partes, y y es un tan real, o sea //",1.0,"E- in which humanity has won, but there are still zombies in some parts, and it is so real, that is //"
280,280,"Mm Y luego: pasan unas cosas raras de que, al- resultan que pueden hablar por / telepaticamente",-1.0,"Mm And then: weird things happen that, as it turns out, they can talk on / telepathically"
281,281,!the fuck!,-1.0,! the fuck!
282,282,"y um // y: luego, hay ca- hay ca- cada vez me salen mas preguntas y mas preguntas.  Y yo, ¿que carajos esta pasando aqui?",-1.0,"and um // y: then there is ca- there is ca- every time I get more questions and more questions. And I, what the hell is going on here?"
283,283,"hmm, pero si, fue divertido y hay momentos en que son muy rapidos.",1.0,"hmm, but yeah, it was fun and there are times when they are very fast."
284,284,Hay momentos en que son muy pinches lentos y tediosos. hmm,-1.0,There are times when they are very fucking slow and tedious. hmm
285,285,"Tenia ganas de agarrar a cachetadas a la mitad de los protagonistas, porque son desesperantes.",-1.0,"I wanted to slap half of the protagonists, because they are desperate."
286,286,"Pero soy yo, sigo diciendo / enojon / y desespero facilmente.",-1.0,"But it's me, I keep saying / anger / and I despair easily."
287,287,"Y a mi me ha encantado leerlo, porque he aprendido muchisimo.",1.0,"And I have loved reading it, because I have learned a lot."
288,288,"Y bueno es una vision que a mi me ha gustado muchisimo de, de este tiempo. Y he aprendido mucho.",1.0,"And well it is a vision that I have liked a lot of, from this time. And I have learned a lot."
289,289,"Asi que, aparte de que esta muy bien narrado, a mi me encanta.",1.0,"So, apart from that it is very well narrated, I love it."
290,290,Asi que os lo recomiendo. // Y,1.0,So I recommend it. // AND
291,291,"Eh, este libro es un clasico.",1.0,"Hey, this book is a classic."
292,292,"Jane Austen es mi autora britanica favorita, con diferencia.",1.0,Jane Austen is my favorite British author by far.
293,293,"Y seguro que los conoceis todos, pues porque es la autora de Sentido y sensibilidad, eh, Emma, Persuacion, Mansfield park, eh, Northanger abbey. Y, aunque yo creo que Orgullo y prejuicio es su historia mas conocida. Em:",1.0,"And surely you all know them, because because she is the author of Sense and Sensitivity, uh, Emma, ​​Persuacion, Mansfield park, uh, Northanger abbey. And, although I think Pride and Prejudice is his best known story. Em:"
294,294,"Bueno, esta crema es que me encanta, //",1.0,"Well, this cream is that I love, //"
295,295,"porque: una, // eh: seca super rapido,",1.0,"because: one, // eh: dries super fast,"
296,296,"dos / eh:, bueno si te echas mucha mm deja sensacion // no lo lo vais a notar en el video, pero deja sensacion poco pegajosilla, pero al al minuto se va.",1.0,"two / uh :, well if you throw a lot of mm it leaves feeling // you are not going to notice it in the video, but it leaves a little sticky feeling, but at the minute it goes away."
297,297,"// Despues, esta crema me gusta em: / para echar al llegar de la playa, porque te deja: la piel super fresquita: ando claro, llegas de la playa, te peguas una duchita",1.0,"// Later, I like this cream em: / to pour when you arrive from the beach, because it leaves you: super cool skin: I'm clear, you arrive from the beach, you stick a shower"
298,298,ia De esta pelicula me gusta / la: interpretacion que han hecho: los tres actores de los personajes.,1.0,ia I like this movie: the interpretation they have made: the three actors of the characters.
299,299,"La verdad es que / transmite mucha veracidad y mucha intensidad, sobre todo, Kiranaili que / no es santo de mi devocion.",1.0,"The truth is that / he transmits a lot of truthfulness and a lot of intensity, above all, Kiranaili who / is not a saint of my devotion."
300,300,"He de decir que en esta pelicula, ha hecho un papelon. //",1.0,"I have to say that in this movie, he played a role. //"
301,301,Y tambien me gusta mucho la: la recreacion que se ha hecho de la epoca.,1.0,And I also really like: the recreation that has been done of the time.
302,302,"Si hay algo en lo que yo me fijo en las peliculas, para que me gusten o no me gusten / es si me: hacen sentir dentro de la historia. Y el",1.0,"If there is something I look at in the movies, that I like or dislike / it is if they make me feel inside the story. And the"
303,303,"de toda la historia. Esto es mas malo // pa mi, ¿eh? / que pegarle a un padre con un calcetin sucio jeje jaja. ",-1.0,"of all history. This is worse // for me, huh? / to hit a father with a dirty sock hehe haha."
304,304,"Bueno, esto te lo pones tu ¿no? Te haces la linea. Pues cuando: pasa la media hora, / sales tu de casa y te llega / el carboncillo te llega aqui, a los pelos.",-1.0,"Well, this is what you wear, right? You make yourself the line. Well when: half an hour passes, / you leave your house and it arrives / the charcoal reaches you here, to the brink of it."
305,305,"jeje jaja. Me trae, Dios mio, el trabajito que me ha costado arreglarme el ojito, ponerme guapisima. Cuando te vienes a dar cuenta, te ha estropeado todo el maquillaje.  ",-1.0,"hehe haha. It brings me, my God, the little job that has cost me to fix my eye, make me look beautiful. When you come to realize, all your makeup has spoiled."
306,306,"Y dices tu, // te puedes creer, jeje. Vamos a pegarle un tiro.",-1.0,"And you say, // you can believe, hehe. We are going to shoot him."
307,307,// ¡Total!,-1.0,// Total!
308,308,"Te la venden como que es muy buena: para, por ejemplo, las que tengan lo- las puntas enchicharra.",1.0,"They sell it to you as it is very good: for, for example, those with lobster tips."
309,309,"Bueno. Pues esto yo me lo he echado yo dos veces jeje jeje y se me han puesto los pelos como espinetes, digo yo, esto que es, hombre.",-1.0,"Good. Well I have thrown this on myself twice hehe hehe and my hair has grown like spines, I say, this is it, man."
310,310,Empezo a quemarme la piel exagerado.,-1.0,I started to burn my skin exaggerated.
311,311,"Eh, toda la piel se me empezaba a poner roja y demas, no, bueno ya no es, vale, me daba calor ¿no?",-1.0,"Hey, all my skin was starting to turn red and so on, no, well it's not anymore, okay, it was hot, right?"
312,312,"Quiero que me da una especie tambien de de // de reaccion alergica, o algo asi, que se me ponia toda la piel un poco regular y dije, mira dejo de utilizarlo ya.",-1.0,"I want it to also give me a kind of // allergic reaction, or something like that, my skin got a bit regular and I said, look, I stop using it now."
313,313,"Porque no me esta gustando, porque no me, / la verdad es que no me fio ya de esto ¿no? / es demasiado desagradable y n- no lo volvere a comprar, desde luego. Voy a",-1.0,"Because I am not liking it, because I am not, / the truth is that I don't trust this anymore, right? / It's too nasty and n- I won't buy it again, of course. I will"
314,314,"// Despues de, el caso es me lo quite. Y a la manana siguiente, me entro una reaccion alergica impresionante.",-1.0,"// After, the case is I took it off. And the next morning, I had an impressive allergic reaction."
315,315,"Quiero decir, tenia toda la cara roja y con: pintita, con granitos.",-1.0,"I mean, he had all the red face and with: pintita, with granites."
316,316,"Y fue por esto sin: lugar a dudas, porque yo no me eche na:da / que no me hubiese echado an:tes, / ni hice nada que no hubiese echo antes, es decir, fue esto. ¿vale?",-1.0,"And it was for this without: place to doubts, because I did not throw na: da / that I would not have thrown before: / nor did anything that I had not done before, that is to say, it was this. okay?"
317,317,Y: asi que no: os os lo recopimiendo // para nada.,-1.0,Y: so no: I am collecting it // for nothing.
318,318,"// No lo compren, vaya.",-1.0,"// Don't buy it, go."
319,319,// Es pegajoso.,-1.0,// It's sticky.
320,320,Es muy pegajoso. Y a mi no me gusta tener los labios pegajosos / para nada.,-1.0,It is very sticky. And I don't like having sticky lips / not at all.
321,321,"No puedo con ello. A mi: los glosses, en general, no me hacen mucha gracia.  Me gustan //",-1.0,"I can't handle it. To me: glosses, in general, do not make me very funny. I like them //"
322,322,Me gustan // // pero hay algunos que son demasiado pegajosos. / ¿vale?,-1.0,I like // // but there are some that are too sticky. / okay?
323,323,"Este si. Son pegajosos estos dos, y no me los volvere a comprar. //",-1.0,"This if. These two are sticky, and I won't buy them again. //"
324,324,Y otro que no me volvere a comprar es uno de // Bourjois. No se como se diga en verda-,-1.0,And another one that I won't buy from again is one from // Bourjois. I don't know how to say it really
325,325,ese es basicamente el defecto que tiene. Porque: tarda mucho. ,-1.0,that's basically the defect it has. Because: it takes a long time.
326,326,"Si hidrata muy bien, pero tarda mucho en secar.",-1.0,"If it hydrates very well, but it takes a long time to dry."
327,327,"Y es un conazo, porque igual te la quieres echar: antes de salir de casa, lo que sea; y luego vas toda blanca o: o: o da- li- ademas.",-1.0,"And it's a hit, because you still want to miss it: before leaving home, whatever; and then you go all white or: o: or dali- plus."
328,328,"Y  bueno, yo me la tengo echado en la cara, si alguna vez. Y luego cuadrarme, de tener que salir, y que parece que vas brillando / por el mundo. ",-1.0,"And well, I have it thrown in my face, if ever. And then I get squared, having to go out, and it seems that you are shining / around the world."
329,329,"Porque:, mas estos dias de calor que hizo, bueno, hoy no, porque hoy hace un dia realmente asqueroso / pero estos dias",-1.0,"Because :, plus these hot days it was, well, not today, because today is a really disgusting day / but these days"
330,330,¿Crema de dia? Imposible. ,-1.0,Day cream? Impossible.
331,331,"Y como crema de noche, / bueno / te puedes: llegar a soportar, porque claro te vas a dormir;",1.0,"And like night cream, / well / you can: get to bear, because of course you go to sleep;"
332,332,"pero claro / irte con esa sensacion, o sea, es que como si te fuer- como si hubieras visto una cataplas:ma en la cara, o sea no.",-1.0,"But of course, to leave with that feeling, that is, it is as if you were forced as if you had seen a poultice: ma in the face, or not."
333,333,"m- a mi la sensacion / n:o es que me desagrade, es que me resulta / tan sumamente insoportable, es que, // que expresiva soy Dios mio",-1.0,"m- to me the sensation / n: or is that I dislike it, is that it is / so extremely unbearable, is that, // how expressive I am my God"
334,334,"que no: lo volvere a comprar ¡no! a no ser que sea con otra textura, o que: mi piel reaccione a ella de otra forma. //",-1.0,"no: I will buy it again no! unless it is with another texture, or that: my skin reacts to it in another way. //"
335,335,De ninguna manera. ¡Jamas!,-1.0,No way. Never!
336,336,"Me miro en el espejo. Y es que, v- vamos / detras de esa capa de aceite / mm pues mm puedo imaginar que esta mi cara.",-1.0,"I look at myself in the mirror. And it is that, v- come / behind that layer of oil / mm well mm I can imagine that my face is."
337,337,"// Pero: solo me lo imagino. Hasta que no me la lavo, no lo se seguro; porque es que esto es // ¡agh!",-1.0,"// But: I just imagine it. Until I wash it, I don't know for sure; because this is // agh!"
338,338,¡no puedo!,-1.0,I can not!
339,339,¡No! me saca muchisima grasa. ,-1.0,No! it takes out a lot of fat.
340,340,"Yo entiendo que por la noche, yo me- llegaba a poner cremas nutritivas para pieles secas por la noche; porque yo entiendo que tengo zonas de la cara / que mm no tengo",1.0,"I understand that at night, I would get to put nourishing creams for dry skin at night; because I understand that I have areas of the face / that mm I do not have"
341,341,No me da / el resultado que yo le pido a: una base alisante.,-1.0,It does not give me / the result that I ask of: a smoothing base.
342,342,"O sea, si es una base alisante, tiene que alisar.",1.0,"I mean, if it's a smoothing base, it has to be smoothed."
343,343,"Mm Esto se supone que / minimiza los poros, tapa cualquier imperfeccion.",-1.0,"Mm. This is supposed to / minimize pores, plug any blemishes."
344,344,Yo no digo que no lo haga.,-1.0,I'm not saying don't do it.
345,345,"Yo digo / que se queda corto, / que no vale lo que: cuesta / ¿eh? No se si me explico.",-1.0,"I say / that it falls short, / that it is not worth what: it costs / huh? I don't know if I explain."
346,346,"Mm, la tengo por la mitad. Me la estoy poniendo a diario. Cundir cunde. //",1.0,"Mm, I have it in half. I am putting it on daily. Spread spread. //"
347,347,Pero yo porque que tengo que pagar diez euros / por un producto / por tres productos cuando solamente estoy utilizando uno.,-1.0,But I because I have to pay ten euros / for one product / for three products when I am only using one.
348,348,Este corrector a mi no me vale diez euros.,-1.0,This concealer is not worth ten euros to me.
349,349,"Pero es que en realidad esta paleta vale veinte, porque yo lo compre a cincuenta por cien.",-1.0,"But this palette is actually worth twenty, because I bought it at fifty percent."
350,350,"O sea, ¡ni loca! , ¡ni loca! ",-1.0,"I mean, not crazy! , No way!"
351,351," el unico aprovechable, por lo menos para mi, es este de aqui",1.0,"the only one that can be used, at least for me, is this one here"
352,352,"Este no lo he usado, o no lo u- n- no lo he usado casi nunca, y este no me ilumina nada, o sea, pff.",-1.0,"This one I have not used, or I have not- I have hardly ever used it, and this one does not illuminate me at all, that is, pff."
353,353,"// No, este producto: no. En conjunto, este producto a para mi no merece la pena. / para nada.",-1.0,"// No, this product: no. Altogether, this product for me is not worth it. / Not at all."
354,354,"Yo no lo haria, vale, porque si que es cierto que deja un poquito de sensacion grasa.",-1.0,"I would not, ok, because it is true that it leaves a little bit of a greasy feeling."
355,355,"No tanta como otras cremas e- que he utilizado de proteccion cincuenta, pero si que deja. //",-1.0,"Not as many as other creams I have used fifty protection, but it does. //"
356,356,Huele muchi:simo a protector solar.  Es algo que no me gusta mucho. ,-1.0,Smells a lot: I just like sunscreen. It's something I don't really like.
357,357,¡El pelo me esta volviendo loca!// ¡Ay!,-1.0,Hair is driving me crazy! // Ouch!
358,358,No me voy a dej- es algo que no me gusta tanto que,-1.0,I'm not going to leave- it's something I don't like so much that
359,359,// Huele mu:cho a protector solar.,-1.0,// Smells a lot like sunscreen.
360,360,"Entonces:, bueno, preferiria que no oliese tanto",-1.0,"So, well, I'd rather it didn't smell as much"
361,361,Canta como escribe. Me parece: una de las mejores escritoras del del mundo mundial.,1.0,Sing as you write. It seems to me: one of the best writers in the world.
362,362,Me parece que tiene un estilo: impecable escribiendo.,1.0,It seems to me that he has a style: impeccable writing.
363,363,Lo que escribe es precioso siempre.,1.0,What he writes is always precious.
364,364,"Eh, siempre tiene las mejores palabras para explicarlo todo. No se.",1.0,"Hey, you always have the best words to explain everything. I dont know."
365,365,"Laura Gallego para mi, es eh es una idola, y yo la adoro con toda mi alma, y se / que siempre que saca un libro me va a gustar ese libro. Todos los libros de ella me han encantado ",1.0,"Laura Gallego for me, is eh she is an idolater, and I adore her with all my soul, and I know / that whenever she takes out a book I will like that book. All her books have enchanted me"
366,366, Todos los libros de ella me han encantado.,1.0,I have loved all of her books.
367,367,"em, no se. Para mi, Laura Gallego es ir es ir a seguro.",1.0,"Um, I don't know. For me, Laura Gallego is going is going to insurance."
368,368,"Y ahora mismo, mirad por donde voy. Me queda solo esto para terminar",1.0,"And right now, look where I'm going. I have only this to finish"
369,369,"Acabado mate, para nada. Para nada acabado mate, no no no no. //",-1.0,"Matte finish, not at all. Not at all matte finish, no no no no. //"
370,370,No mancha ¡mentira! Si mancha.,-1.0,"It does not stain, lie! If it stains."
371,371,"// Resiste los signos de fatiga. // Eso lo interpreto de que como que no se // queda manchones, no. ",-1.0,"// Resist signs of fatigue. // I interpret that as it does not // remain blotchy, no."
372,372,"Te queda toda la cara con base, pero brillante; entonces no es lindo.",-1.0,"You have the whole face with base, but shiny; then it's not cute."
373,373,// Asi que no me gusta.,-1.0,// So I don't like it.
